,img_name,wavelet,EKI,SSIM,MSE,PSNR
52,benign(423),db1,0.9957855811815016,0.9701968783227009,0.0005814390307462,32.35495818336559
53,benign(423),db2,0.9955880379085632,0.926441373933962,0.0011080086778702,29.55456838220961
54,benign(423),sym2,0.9955880379085632,0.926441373933962,0.0011080086778702,29.55456838220961
55,benign(423),bior1.1,0.9957855811815016,0.9701968783227009,0.0005814390307462,32.35495818336559
56,benign(392),db1,0.999262377252411,0.9792913257203524,0.0005745432751905,32.40677254236547
57,benign(392),db2,0.999277936488728,0.971615098903595,0.0010247292504173,29.893908668835984
58,benign(392),sym2,0.999277936488728,0.971615098903595,0.0010247292504173,29.893908668835984
59,benign(392),bior1.1,0.999262377252411,0.9792913257203524,0.0005745432751905,32.40677254236547
60,normal(116),db1,0.9982560635551408,0.9863986457379048,0.0007422909752205,31.29425819570889
61,normal(116),db2,0.9981528066585892,0.9696267736287651,0.0068107833137047,21.66802936654595
62,normal(116),sym2,0.9981528066585892,0.9696267736287651,0.0068107833137047,21.66802936654595
63,normal(116),bior1.1,0.9982560635551408,0.9863986457379048,0.0007422909752205,31.29425819570889
64,normal(3),db1,0.9982552155276408,0.9666819998426728,0.0008396091980895,30.759228122792017
65,normal(3),db2,0.9981585250333084,0.9466259593931292,0.001254783496415,29.01431202010481
66,normal(3),sym2,0.9981585250333084,0.9466259593931292,0.001254783496415,29.01431202010481
67,normal(3),bior1.1,0.9982552155276408,0.9666819998426728,0.0008396091980895,30.759228122792017
68,normal(111),db1,0.9977939639789858,0.9716192081740492,0.0015306600218068,28.151212606730923
69,normal(111),db2,0.9977308337604316,0.9796489643436728,0.0014084773612629,28.51250129123794
70,normal(111),sym2,0.9977308337604316,0.9796489643436728,0.0014084773612629,28.51250129123794
71,normal(111),bior1.1,0.9977939639789858,0.9716192081740492,0.0015306600218068,28.151212606730923
72,normal(65),db1,0.9984739181288572,0.9910298811826777,0.0001020062341346,39.91373285418889
73,normal(65),db2,0.998463592124473,0.9858764182527286,7.308601839983442e-05,41.36165697085541
74,normal(65),sym2,0.998463592124473,0.9858764182527286,7.308601839983442e-05,41.36165697085541
75,normal(65),bior1.1,0.9984739181288572,0.9910298811826777,0.0001020062341346,39.91373285418889
76,normal(74),db1,0.9986228670350692,0.9799082174104564,0.0013322000925973,28.7543054049262
77,normal(74),db2,0.9985906129600038,0.986930271473184,0.0002815958233775,35.503737909274335
78,normal(74),sym2,0.9985906129600038,0.986930271473184,0.0002815958233775,35.503737909274335
79,normal(74),bior1.1,0.9986228670350692,0.9799082174104564,0.0013322000925973,28.7543054049262
80,normal(19),db1,0.9979919942699643,0.9871889554963408,0.00014192416669485297,38.479436470471654
81,normal(19),db2,0.9979469109537156,0.9924211391415032,0.00011044873408785644,39.568392574458656
82,normal(19),sym2,0.9979469109537156,0.9924211391415032,0.00011044873408785644,39.568392574458656
83,normal(19),bior1.1,0.9979919942699643,0.9871889554963408,0.00014192416669485297,38.479436470471654
